Petition,URL,State,Signatures Count
Exempt grants for academic research from new 'anti-lobbying' regulation,https://petition.parliament.uk/archived/petitions/122957,closed,33414
"Uk government condemn Hong Kong government violate One country, two systems",https://petition.parliament.uk/archived/petitions/122958,closed,29
Give parents rights to be involved with their disabled adult childs decisions.,https://petition.parliament.uk/archived/petitions/122960,closed,5518
To reduce the TV license fee due to BBC taking a channel off air to save money,https://petition.parliament.uk/archived/petitions/122963,closed,18
Stop HS2 & fund the NHS & West/East Coast mainlines for the same or less cost!,https://petition.parliament.uk/archived/petitions/122967,closed,91
Make Fibre Optic Broadband a legal right in the United Kingdom,https://petition.parliament.uk/archived/petitions/122969,closed,57
Apprenticeships; Stop loss of child related benefits for low income families.,https://petition.parliament.uk/archived/petitions/122973,closed,16
Please UK government send aid packages to Fiji after Cyclone Winston,https://petition.parliament.uk/archived/petitions/122974,closed,955
Implement a fine system for disrespectful MPs during Prime Minister's Questions.,https://petition.parliament.uk/archived/petitions/122976,closed,18
I would like you to debate security on all schools in the uk,https://petition.parliament.uk/archived/petitions/122979,closed,11
Do not amend the Hunting Act using a Statutory Instrument,https://petition.parliament.uk/archived/petitions/122981,closed,774
Turn empty buildings into homeless shelters and housing,https://petition.parliament.uk/archived/petitions/122997,closed,701
All elections should be on Saturday's to stop disrupting children's education.,https://petition.parliament.uk/archived/petitions/123002,closed,34
"Tougher sentencing for paedophiles, child abusers, rapists and sex offender,",https://petition.parliament.uk/archived/petitions/123005,closed,11937
"Ensure Fair access to mental health services and therapies, nationwide.",https://petition.parliament.uk/archived/petitions/123006,closed,155
More maternity leave and pay for parents of multiples,https://petition.parliament.uk/archived/petitions/123007,closed,2005
Have the part of the TV licence fee that goes to the BBC scrapped.,https://petition.parliament.uk/archived/petitions/123019,closed,29
"Provide better support, funding and awareness for epilepsy patients and families",https://petition.parliament.uk/archived/petitions/123023,closed,21
30 free hours childcare for ALL from Sept 16,https://petition.parliament.uk/archived/petitions/123034,closed,8080
Provide a Suit/Professional clothing Allowance for all Citizens.,https://petition.parliament.uk/archived/petitions/123040,closed,36
Offer a free phone line for DWP universal credit claims helpline,https://petition.parliament.uk/archived/petitions/123045,closed,170
Make prenuptial agreements legally binding,https://petition.parliament.uk/archived/petitions/123049,closed,10
"Lower Abortion Stage from 24 Weeks to 12 Weeks, Due to babies being able to live",https://petition.parliament.uk/archived/petitions/123050,closed,59
Creation of a national Music Day: free music in everyone's local area.,https://petition.parliament.uk/archived/petitions/123052,closed,73
Launch a Parliamentary enquiry into the Whirlpool Tumble Dryer recall,https://petition.parliament.uk/archived/petitions/123056,closed,293
Make life sentences in prison proper life sentences.,https://petition.parliament.uk/archived/petitions/123058,closed,19
Make passing / approaching horses and horse drawn vehicles part of  driving test,https://petition.parliament.uk/archived/petitions/123061,closed,14188
cap the profit individuals are allowed to make on ticket resale websites.,https://petition.parliament.uk/archived/petitions/123076,closed,70
Give mandatory sentences for criminal cases involving Child pornography,https://petition.parliament.uk/archived/petitions/123077,closed,148
Give people in Overseas Territories & Crown Dependencies an EU referendum vote.,https://petition.parliament.uk/archived/petitions/123079,closed,17
Make it a legal requirement that all animals knocked over by cars are reported.,https://petition.parliament.uk/archived/petitions/123083,closed,38
To make the placing and/or using of snare traps illegal.,https://petition.parliament.uk/archived/petitions/123087,closed,1404
The state should purchase the M6 Toll Motorway and remove the tolls.,https://petition.parliament.uk/archived/petitions/123091,closed,26
Exempt people with Asthma from paying prescription charges on inhalers.,https://petition.parliament.uk/archived/petitions/123104,closed,3731
Start issuing on the spot fines for foreign drivers breaking UK driving laws,https://petition.parliament.uk/archived/petitions/123111,closed,119
Create more facilities for those with mental health issues,https://petition.parliament.uk/archived/petitions/123114,closed,8
Control the sale and use of catapults.,https://petition.parliament.uk/archived/petitions/123122,closed,95
Put up the age for learner drivers from 17 to  21.,https://petition.parliament.uk/archived/petitions/123129,closed,26
Protect the financially vulnerable with a system which blocks lending.,https://petition.parliament.uk/archived/petitions/123136,closed,270
Require all Members of Parliament to wear a uniform.,https://petition.parliament.uk/archived/petitions/123140,closed,18
Introduce NHS funding for Forensic Psychology doctorate students,https://petition.parliament.uk/archived/petitions/123144,closed,137
Consider having judge & jury in family courts for adoption matters.,https://petition.parliament.uk/archived/petitions/123145,closed,46
To make it it illegal to out LGBT people without their permission,https://petition.parliament.uk/archived/petitions/123150,closed,50
Support breastfeeding mothers by giving us access to specialists when we need it,https://petition.parliament.uk/archived/petitions/123162,closed,3680
Ban and shoot down drones flying near airports before the inevitable happens.,https://petition.parliament.uk/archived/petitions/123166,closed,20
Make English and Welsh waterways a public right of way,https://petition.parliament.uk/archived/petitions/123180,closed,2798
The NHS MUST stop giving free treatment to immigrants immediately!,https://petition.parliament.uk/archived/petitions/123186,closed,31
Call a general election if the UK votes to leave the EU.,https://petition.parliament.uk/archived/petitions/123190,closed,1163
To revoke British Citizenship and passport if you commit a crime,https://petition.parliament.uk/archived/petitions/123193,closed,24
The Govnt must impartially prepare & publish an Exit Plan BEFORE the referendum.,https://petition.parliament.uk/archived/petitions/123194,closed,1730
Replace regular public bins with recycle on the go bins throughout the UK.,https://petition.parliament.uk/archived/petitions/123202,closed,25
Ban animal dissection In all UK primary and secondary schools,https://petition.parliament.uk/archived/petitions/123206,closed,800
Make running over a cat and driving off without reporting it a criminal offense,https://petition.parliament.uk/archived/petitions/123207,closed,4327
Give gay men the same right as everybody else in terms of giving blood,https://petition.parliament.uk/archived/petitions/123210,closed,129
Give Ghurkas automatic citizenship.,https://petition.parliament.uk/archived/petitions/123213,closed,18
Make it law that employees are given a day off in lieu for 29 February.,https://petition.parliament.uk/archived/petitions/123216,closed,20
Pressure public establishments to provide baby changing facilities for men.,https://petition.parliament.uk/archived/petitions/123218,closed,280
The government should implement a road tax on all adult cyclists. £40 per year,https://petition.parliament.uk/archived/petitions/123222,closed,29
